smiles,use_AUTOCORR3D_071,use_AUTOCORR3D_072,use_AUTOCORR3D_073
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,0.231,0.298,0.341
CCSCCSP(=S)(OCC)OCC,0.58,0.761,0.884
C/C(/OP(=O)(OC)OC)=C(\Cl)/C(=O)N(CC)CC,0.373,0.589,0.663
C1CCCCCCC1,0.74,0.978,0.52
c1[n]cco1,0.999,0,0
c1cccc2occc21,0.827,0.809,0.464
c1cccc2c3[s]c4ccccc4c3ccc21,0.557,0.789,0.837
c1cc2c3ccccc3ccc2c2ccccc21,0.478,0.699,0.765
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,0.461,0.68,0.77
c1cc2cccc3c2c2c(cccc21)c1ccccc31,0.463,0.726,0.905
C1CC21CC2,1.102,0,0
FC(F)(F)C(Cl)Br,1.122,1.055,0
CCOB(OCC)OCC,0.44,0.646,0.772
c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1,0.577,0.626,0.704
CC(C)C(O)C(C)(C)CO,0.703,0.884,0.74
CCCCCCCCCCCCBr,0.385,0.503,0.569
CCCCOCCCC,0.465,0.565,0.613
CCCCCCC,0.606,0.672,0.678
ClCCCCl,0.984,0.866,0.756
CC(C)=CC(C)=O,0.792,0.626,0.746
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.62,0.774,1.071
CCCCOC(=O)C=C,0.494,0.604,0.559
Cc1ccc(C=C)c[n]1,0.726,0.817,0.484
CCCCOC(=O)C(C)O,0.49,0.573,0.517
Cc1ccccc1S,0.966,1.123,0.378
Oc1cc2ccccc2cc1,0.693,0.825,0.624
c1cccc2[s]c3ccccc3c21,0.72,0.923,0.822
CC1(C)C2CC1CCC2=C,0.881,0.937,0.447
CC(=O)C(O)=O,0.838,0.687,0
CCCCOP(=O)(OCCCC)OCCCC,0.324,0.441,0.545
CNC,0.803,0,0
CCCCCCCCCC,0.451,0.59,0.654
CCCCCCCC=C,0.494,0.572,0.594
O=C(Cl)OCCOC(=O)Cl,0.536,0.532,0.574
CCCCCCC(C)O,0.54,0.593,0.627
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,0.189,0.245,0.292
O=C1CCC(=O)N1,0.927,0.584,0.163
CCC=O,0.766,0.517,0
CCOC(=O)CCC(=O)OCC,0.386,0.5,0.555
CCc1ccc(O)cc1,0.724,0.802,0.471
CCCCCCCCCCCCc1ccccc1,0.311,0.37,0.386
CC(=O)Oc1ccccc1,0.595,0.605,0.613
CC(=O)C=Cc1ccccc1,0.564,0.582,0.512
CCNc1[n]c(Cl)[n]c(NCC)[n]1,0.472,0.634,0.79
[O-][N+](=O)c1cccc(Cl)c1,0.706,0.816,0.701
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.51,0.696,0.676
Clc1cc(Cl)c(Cl)cc1,1.004,1.279,0.771
OCCOc1ccc(Cl)cc1Cl,0.601,0.785,0.783
CN(C)C(=O)Oc1cc(C)[n][n]1C(C)C,0.441,0.553,0.652
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0.417,0.623,0.72
CCC(C)C(O)=O,0.755,0.86,0.296
COC(C)=C,0.904,0.64,0
CS(=O)c1ccc(cc1)OP(=S)(OCC)OCC,0.427,0.6,0.71
CC[Si](Cl)(Cl)Cl,2.332,1.063,0
COC,0.78,0,0
CCC(O)(C=CCl)C#C,0.692,0.949,0.873
CCCCCCCCCCCCCCCCC=C,0.267,0.338,0.396
CCCCCCCCCCCCCCO,0.312,0.397,0.466
CCCCCCCC/C=C\CCCCCCCC(=O)OC,0.233,0.294,0.327
CCCCCCOCCCCCC,0.346,0.438,0.499
CCCCCCCCCCCCO,0.353,0.464,0.543
COCCOCCOCCOC,0.338,0.403,0.447
CCCCCCCCCCCC,0.387,0.473,0.533
CCOCCOCCOCC,0.357,0.469,0.524
CCCCCCCCCCBr,0.453,0.562,0.636
NCCNCCNCCN,0.418,0.513,0.561
CCCCNCCCC,0.48,0.565,0.595
CCCCCCCCO,0.482,0.573,0.616
CCCCCCCCBr,0.55,0.685,0.738
CCCCOCCO,0.494,0.54,0.581
CCCCCCCN,0.536,0.633,0.655
CCCCCCCCCCCCCCCCCC(=O)OCC,0.221,0.3,0.371
CCCSCCC,0.74,0.876,0.662
OCCNCCO,0.53,0.576,0.573
CCCCOC=C,0.55,0.65,0.641
CCCCCCO,0.585,0.684,0.669
OC(=O)CCCCCC(O)=O,0.441,0.455,0.503
CCCCCCCC(=O)OC,0.426,0.528,0.538
C1COCCN1,0.9,0.511,0
C1CNCCN1,0.931,0.527,0
CCOCCO,0.577,0.612,0.536
N#CCCC#N,0.65,0.627,0.465
ClCCCCCl,0.826,0.832,0.82
COCCOC(C)=O,0.524,0.555,0.555
CCOC(=O)CCCCCCCCC(=O)OCC,0.268,0.343,0.398
C1CCCS1,1.495,0,0
CCOC=O,0.617,0.546,0.282
COCOC,0.641,0.554,0.413
N#CCCO,0.699,0.642,0.386
CCCCN,0.743,0.603,0.359
CCCCC,0.759,0.778,0.506
CCCOC(C)=O,0.611,0.573,0.533
CC(=O)CCC=C,0.677,0.606,0.531
Cc1c[n]cc[n]1,0.865,0.708,0.198
Cc1c[n]ccc1,0.901,0.729,0.201
OC1CCCCC1,0.922,0.717,0.172
Cc1ccccc1,0.925,0.756,0.204
CC(C)CC(=O)CC(C)C,0.596,0.581,0.791
Clc1cc(Cl)cc(Cl)c1,1.001,1.119,1.308
CCOC(=O)CC(C)C,0.565,0.601,0.723
Nc1cc(N)ccc1,0.836,0.787,0.427
Cc1cc(Cl)ccc1,0.952,0.949,0.617
Brc1cc(Br)ccc1,1.157,1.231,1.031
CC(=O)OC(C)=O,0.672,0.582,0.669
CC(C)NC(C)C,0.792,0.662,0.841
OC(=O)CCS,0.811,0.67,0.597
COC(C)(C)CC(C)=O,0.708,0.7,0.696
CCOP(=O)(OP(=O)(OCC)OCC)OCC,0.377,0.585,0.764
CC(C)=CC(C)(C)C,0.895,0.62,0.913
COCCl,0.905,0.709,0
O=CCCl,0.953,0.741,0
N#CCCl,0.994,0.751,0
CCCN,0.801,0.592,0
C=CCCl,1.014,0.824,0
CCC#C,0.851,0.583,0
CCCBr,1.18,0.881,0
O=C(Cl)OCCOCCOC(=O)Cl,0.392,0.43,0.472
COC(=O)CCC(=O)OC,0.474,0.577,0.459
Cc1ccc(N)cc1,0.855,0.813,0.293
Cc1ccc(S)cc1,0.966,0.967,0.379
Oc1ccc(Br)cc1,0.984,0.991,0.391
CCC(=O)OCCC,0.546,0.641,0.577
CCCC(=O)OCCC(C)C,0.462,0.508,0.556
CC(C)=CCC/C(/C)=C/COC(C)=O,0.388,0.433,0.484
O=C1CCCCCN1,0.757,0.985,0.269
CCOC(=O)CC#N,0.538,0.649,0.677
CCC(C)OC(C)=O,0.623,0.691,0.686
CCC(=O)OCC,0.609,0.697,0.553
C[C@H]1CC[C@@H](CN1)CC,0.752,0.83,0.484
CCCCC(CO)CC,0.554,0.748,0.725
OCC=Cc1ccccc1,0.587,0.644,0.594
O=C=Nc1ccc(Cl)cc1,0.677,0.793,0.598
CCOc1ccccc1,0.639,0.689,0.602
CCCc1ccccc1,0.68,0.711,0.576
CC(=O)OCCc1ccccc1,0.488,0.517,0.458
CCCCC(COC(=O)C=C)CC,0.392,0.525,0.591
CCCN(CCC)CCC,0.485,0.679,0.862
CC(=O)CC(=O)Nc1ccccc1,0.471,0.512,0.584
CC(=Cc1ccccc1)C=O,0.571,0.64,0.622
C1N2CN3CN1CN(C2)C3,0.912,0.698,0.223
CCN1CCOCC1,0.738,0.782,0.459
COc1ccccc1,0.748,0.754,0.45
N#Cc1c[n]ccc1,0.756,0.773,0.455
N#Cc1ccccc1,0.774,0.793,0.469
C=Cc1ccccc1,0.781,0.806,0.484
CCN(CCO)CC,0.584,0.812,0.73
CN(C)c1ccc(C=O)cc1,0.607,0.755,0.621
[O-][N+](=O)c1ccc(Cl)cc1,0.706,0.816,0.557
Cc1ccc(cc1)C(O)=O,0.672,0.768,0.535
CC1CC=C(CC=1)C(C)C,0.723,0.835,0.607
[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,0.526,0.664,0.644
Cc1cc(ccc1C)[N+]([O-])=O,0.629,0.802,0.587
Nc1cc(ccc1)[N+]([O-])=O,0.645,0.731,0.604
O=C(Cl)c1ccccc1,0.781,0.857,0.69
CC(C)c1ccccc1,0.749,0.812,0.625
CC(C)(C)C1CCC(O)CC1,0.719,0.764,0.624
O=S(=O)(Cl)c1ccccc1,0.862,0.911,0.784
O=Cc1ccco1,0.82,0.597,0.361
CC(=C)C(=O)OCCCC,0.507,0.609,0.556
CC(=C)C(=O)OCC,0.634,0.72,0.573
CCc1cc(c(O)cc1)C(C)(C)C,0.592,0.757,0.804
O=C1CCCO1,1.003,0.406,0
CC1CCCC1,1.149,0.507,0
OC(CCl)CCl,0.936,1.118,0.498
CC(CC)CC,0.845,0.935,0.299
CC(=C)C(=O)OCC=C,0.563,0.631,0.546
CCOC(=O)C(=O)OCC,0.457,0.625,0.685
Nc1cc(Cl)c(Cl)cc1,0.928,1.174,0.621
Cc1cc(O)ccc1C,0.795,0.909,0.456
Nc1ccccc1N,0.839,0.877,0.279
Clc1ccccc1Cl,1.033,1.263,0.431
Cc1ccccc1Br,1.016,1.213,0.416
CCN(CC)C(=S)SCC(=C)Cl,0.619,0.847,0.783
CCCCOC(=O)COc1ccc(Cl)cc1Cl,0.389,0.507,0.546
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0.437,0.552,0.604
CCOC(=O)c1ccccc1,0.538,0.665,0.674
COC(=O)c1ccccc1,0.612,0.732,0.638
CC(=O)Oc1ccc(CC=C)cc1OC,0.412,0.568,0.694
c1ccccc1-c1ccccc1,0.588,0.682,0.686
CCN(CC)c1ccccc1,0.564,0.755,0.751
Nc1cc2ccccc2cc1,0.699,0.835,0.636
COc1ccccc1[N+]([O-])=O,0.566,0.75,0.739
COc1ccccc1OC,0.611,0.798,0.714
Oc1cccc2ccccc21,0.694,0.873,0.693
COc1ccccc1O,0.698,0.82,0.549
O=Cc1ccccc1Cl,0.798,1.01,0.642
CC(C)c1ccccc1O,0.693,0.848,0.732
Oc1c(Cl)cc(Cl)cc1Cl,0.895,1.19,1.128
Cc1cccc(N)c1C,0.805,1,0.474
[O-][N+](=O)c1cccc2ccccc21,0.566,0.766,0.775
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0.29,0.421,0.524
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,0.287,0.375,0.451
C1Cc2cccc3cccc1c23,0.738,0.933,0.814
COc1cccc2c1C(=O)c1ccccc1C2=O,0.449,0.708,0.841
CC(=C)C(=O)OC,0.743,0.812,0.427
CC(C)(OO)c1ccccc1,0.642,0.782,0.663
CN(C)C(=O)Cl,1.031,0.976,0
CC(=C)C(N)=O,0.909,0.777,0
CC(C)C(O)=O,0.887,0.743,0
CC(=O)OO,0.779,0.506,0
OC(=O)CCl,0.937,0.771,0
ClC=C(Cl)Cl,1.598,1.346,0
CC(O)CN,0.91,0.595,0
CC(N)CN,0.941,0.606,0
CCC(C)Cl,1.233,0.817,0
CC(C)C#N,0.982,0.639,0
CCC(C)Br,1.409,0.987,0
C[Si](C)(OCC)OCC,0.758,0.913,0.905
CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC,0.203,0.297,0.377
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0.247,0.321,0.458
CCC(C)(O)C#C,0.899,0.92,0.236
FC(F)(C(F)(F)F)C(F)(F)F,0.525,0.635,0.346
FC(F)(Cl)C(F)(Cl)Cl,1.178,1.184,0
OC(=O)C(F)(F)F,0.708,0.571,0
CC(Cl)(Cl)C(O)=O,1.334,1.001,0
CC(C)(C)OO,1.056,0.542,0
C[Si](Cl)(Cl)Cl,3.074,0,0
CS(O)(=O)=O,1.244,0,0
FC(Cl)(Cl)Cl,2.337,0,0
CC1CO1,0.793,0,0
CN(C)C,1.195,0,0
FC(Cl)Cl,1.731,0,0
C=C(Cl)Cl,2.064,0,0
CC(C)I,2.28,0,0
BrC(Br)Br,3.984,0,0
CCCl,1.217,0,0
CCBr,1.513,0,0
c1cc(ccc1Nc1ccccc1)Nc1ccccc1,0.349,0.418,0.452
Oc1ccc2c(C(=O)c3ccccc3C2=O)c1O,0.46,0.721,0.807
CCCCO,0.719,0.649,0.38
OC(=O)CS,0.955,0.811,0
CC(C)=O,1.116,0,0
O=C1NC(=O)CC(=O)N1,0.711,0.747,0.567
CCOS(=O)(=O)OCC,0.616,0.756,0.763
CN1CC(=CCC1)C(=O)OC,0.587,0.73,0.682
NC(N)=S,1.461,0,0
Nc1[n]c[nH][n]1,0.94,0.41,0
CNN,0.741,0,0
OCCc1ccccc1,0.666,0.715,0.588
OCC(S)CS,1.063,1.325,0.349
OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,0.54,0.729,0.599
NC(N)=O,0.945,0,0
NCCCC[C@H](N)C(O)=O,0.507,0.623,0.582
c1c2c3ccccc3ccc2cc2ccccc21,0.478,0.678,0.708
CC(C)OP(=O)(F)OC(C)C,0.569,0.668,0.846
CN1CCC[C@H]1c1c[n]ccc1,0.609,0.696,0.708
[O-][N+](=O)C(Br)(CO)CO,0.835,1.135,0.334
CC(=O)Oc1ccccc1C(O)=O,0.482,0.621,0.723
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[N@@]2C,0.34,0.477,0.515
Clc1cc2Oc3c(Oc2c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,0.48,0.844,0.9
ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl,0.751,1.306,1.281
OC(=O)/C=C/c1ccccc1,0.547,0.581,0.561
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.65,1.26,1.101
c1ccccc1/C=C/c1ccccc1,0.481,0.538,0.505
CC(C)C1CCC(C)CC1O,0.674,0.832,0.744
COP(=O)(NC(C)=O)SC,0.777,0.921,0.871
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0.395,0.563,0.657
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.461,0.628,0.595
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.366,0.476,0.624
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0.58,0.85,0.84
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.463,0.695,0.798
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,0.555,0.797,0.793
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.367,0.568,0.658
COP(=S)(OC)Oc1ccc(C#N)cc1,0.509,0.679,0.655
CC(C)OP(=O)(F)OC(C)C,0.568,0.664,0.849
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,0.378,0.578,0.744
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.385,0.54,0.693
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.477,0.675,0.811
COP(=O)(OC)OC=C(Cl)Cl,0.671,0.717,0.78
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,0.429,0.571,0.597
CNC(=O)CSP(=S)(OC)OC,0.71,0.883,0.69
CCOP(=S)(OCC)SCCSCC,0.582,0.744,0.843
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.486,0.649,0.823
CCCSP(=O)(OCC)SCCC,0.632,0.824,0.976
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,0.394,0.557,0.649
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.389,0.561,0.662
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0.565,0.817,0.82
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.451,0.627,0.664
COP(=S)(OC)Oc1ccc(SC)c(C)c1,0.513,0.729,0.718
COP(=S)(OC)SCC(=O)N(C)C=O,0.591,0.755,0.568
CCOP(=O)(C#N)N(C)C,0.734,0.944,0.716
CC(C)OP(C)(=O)F,0.802,0.684,0.807
CC(OP(C)(=O)F)C(C)(C)C,0.681,0.683,0.751
CP(=O)(F)OC1CCCCC1,0.636,0.627,0.732
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.33,0.464,0.662
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0.474,0.714,0.777
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.396,0.549,0.633
COP(=S)(OC)SCc1nc(N)nc(N)n1,0.534,0.664,0.589
COC(=O)/C(C)=C/OP(=S)(OC)OC,0.496,0.666,0.624
COP(N)(=O)SC,1.188,0.998,0.231
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.57,0.698,0.595
COC(=O)/C=C(\C)OP(=O)(OC)OC,0.437,0.59,0.649
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0.443,0.596,0.649
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.803,0.996,0.892
CNC(=O)CSP(=O)(OC)OC,0.612,0.776,0.64
CCS(=O)CCSP(=O)(OC)OC,0.598,0.731,0.629
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.396,0.556,0.663
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.47,0.627,0.626
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,0.433,0.612,0.728
CCOP(=S)(OCC)SCSCC,0.65,0.861,1.082
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.478,0.658,0.629
CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC,0.372,0.589,0.634
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0.363,0.511,0.622
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0.383,0.553,0.65
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0.465,0.65,0.805
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,0.403,0.545,0.697
CCOP(=S)(OCC)SCC(=O)NC(C)C,0.484,0.615,0.734
CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,0.355,0.468,0.567
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,0.333,0.474,0.593
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0.399,0.551,0.635
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0.522,0.748,0.85
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.456,0.725,0.982
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,0.469,0.633,0.749
CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,0.387,0.505,0.66
CCOP(=S)(OCC)SCSC(C)(C)C,0.632,0.697,0.893
COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0.432,0.673,0.766
CCSCCSP(=S)(OC)OC,0.733,0.891,0.79
CCOP(=S)(OCC)Oc1cnccn1,0.467,0.632,0.791
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,0.363,0.482,0.616
CCCCSP(=O)(SCCCC)SCCCC,0.508,0.632,0.791
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.849,1.028,0.994
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,0.53,0.773,0.841
CCOP(C)(=O)SCCN(C(C)C)C(C)C,0.467,0.591,0.69
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.362,0.512,0.602
CCSCCSP(=O)(OC)OC,0.642,0.77,0.668
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,0.378,0.574,0.753
CCOP(=S)(CC)Sc1ccccc1,0.667,0.823,0.867
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,0.467,0.659,0.706
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,0.467,0.657,0.698
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,0.427,0.601,0.701
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,0.355,0.491,0.581
COC(=O)C(C)=COP(=S)(OC)OC,0.496,0.666,0.624
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.357,0.513,0.634
COC(=O)/C=C(/C)OP(=O)(OC)OC,0.436,0.592,0.639
CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,0.372,0.573,0.736
CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,0.371,0.573,0.743
CCOP(=O)(OCC)SCc1ccccc1,0.461,0.606,0.668
O=P(O)(O)CCCl,0.978,0.73,0.623
CN(C)P(=O)(F)N(C)C,0.887,0.991,0.464
COP(=O)(OC)OC,0.799,0.938,0.478
CCOP(=O)(CC)OCC,0.632,0.837,0.793
CCOP(=O)(OCC)OCC,0.524,0.729,0.786
C,,,
CCC,0.84,0,0
CCCC,0.849,0.524,0
CC(C)C,1.254,0,0
CCCCC,0.763,0.706,0.456
CCC(C)C,1.01,0.7,0
CCCCCC,0.68,0.68,0.612
CCCC(C)C,0.846,0.678,0.601
CCC(C)CC,0.845,0.935,0.299
CCC(C)(C)C,1.174,0.672,0
CC(C)C(C)C,1.014,0.883,0
CCCCCCC,0.605,0.707,0.7
CCCCC(C)C,0.722,0.705,0.698
CCCC(C)CC,0.73,0.78,0.567
CCC(CC)CC,0.73,0.962,0.6
CCC(C)C(C)C,0.85,0.982,0.331
CC(C)CC(C)C,0.849,0.65,0.771
CCC(C)(C)CC,0.964,0.961,0.173
CC(C)C(C)(C)C,1.081,0.956,0
CCCCCCCC,0.545,0.645,0.671
CCCCCC(C)C,0.633,0.642,0.687
CCCCC(C)CC,0.635,0.754,0.686
CCCC(C)CCC,0.636,0.765,0.775
CCCC(CC)CC,0.639,0.838,0.759
CCCCC(C)(C)C,0.811,0.614,0.664
CCCC(C)C(C)C,0.73,0.844,0.62
CCC(C)CC(C)C,0.723,0.751,0.793
CC(C)CCC(C)C,0.721,0.642,0.685
CCCC(C)(C)CC,0.813,0.86,0.661
CCC(C)C(C)CC,0.727,0.965,0.632
CCC(CC)C(C)C,0.725,1.001,0.776
CCC(C)(CC)CC,0.817,1.079,0.455
CCC(C)C(C)(C)C,0.903,0.977,0.451
CCC(C)(C)C(C)C,0.905,1.074,0.345
CC(C)C(C)C(C)C,0.822,0.954,0.579
CC(C)(C)C(C)(C)C,1.079,1.071,0
CCCCCCCCC,0.493,0.629,0.677
CCCCCCC(C)C,0.564,0.607,0.674
CCCCCC(C)CC,0.565,0.693,0.636
CCCCC(C)CCC,0.566,0.674,0.771
CCCCC(CC)CC,0.565,0.789,0.733
CCCCCC(C)(C)C,0.702,0.597,0.624
CC(C)CCCC(C)C,0.635,0.564,0.608
CCCC(C)C(C)(C)C,0.772,0.862,0.651
CCC(C)CC(C)(C)C,0.773,0.683,0.842
CC(C)CCC(C)(C)C,0.77,0.584,0.658
CCCC(C)(C)C(C)C,0.774,0.948,0.612
CC(C)CC(C)C(C)C,0.706,0.764,0.677
CCC(C)(C)CC(C)C,0.775,0.768,0.848
CCC(C)C(C)(C)CC,0.777,1.042,0.607
CCC(CC)(CC)CC,0.709,1.12,0.704
CCC(CC)C(C)(C)C,0.778,0.936,0.82
CCC(C(C)C)C(C)C,0.71,0.948,0.919
CCC(C)(C)C(C)(C)C,0.914,1.12,0.344
CC(C)C(C)C(C)(C)C,0.845,0.951,0.71
CC(C)(C)CC(C)(C)C,0.912,0.589,1.052
CC(C)C(C)(C)C(C)C,0.849,1.139,0.404
CCCCCCCCCC,0.451,0.59,0.655
CCCCCCCC(C)C,0.507,0.574,0.642
CCCCCCC(C)CC,0.509,0.625,0.632
CCCCCC(C)CCC,0.509,0.627,0.711
CCCCC(C)CCCC,0.509,0.624,0.671
CC(C)CCCCC(C)C,0.564,0.538,0.58
CCCC(C)C(C)(C)CC,0.678,0.92,0.653
CCC(C)CC(C)(C)CC,0.679,0.755,0.763
CCCC(C)(C)C(C)(C)C,0.787,0.977,0.622
CC(C)(C)CCC(C)(C)C,0.783,0.537,0.627
CC(C)C(C(C)C)C(C)C,0.681,0.911,1.109
CCCCCCCCCCC,0.417,0.524,0.579
CCCCCCCCCCCC,0.387,0.463,0.516
CCCCCCCCCCCCC,0.36,0.455,0.527
CCCCCCCCCCCCCC,0.337,0.414,0.484
CCCCCCCCCCCCCCC,0.316,0.396,0.461
CCCCCCCCCCCCCCCC,0.299,0.369,0.415
CCCCCCCCCCCCCCCCC,0.282,0.354,0.406
CCCCCCCCCCCCCCCCCC,0.267,0.348,0.421
CCCCCCCCCCCCCCCCCCC,0.253,0.335,0.403
CC1CCCC1,1.149,0.507,0
CCC1CCCC1,0.942,0.698,0.454
C[C@@H]1CCC[C@@H]1C,1.066,0.804,0
C[C@@H]1CCC[C@H]1C,1.065,0.877,0
C[C@H]1CC[C@@H](C)C1,1.064,0.72,0.238
C[C@H]1CC[C@H](C)C1,1.064,0.712,0.24
CCCC1CCCC1,0.799,0.636,0.642
CC(C)C1CCCC1,0.887,0.77,0.674
CCC1(C)CCCC1,0.978,0.854,0.342
CC[C@@H]1CCC[C@@H]1C,0.89,0.856,0.5
CC[C@H]1CCC[C@@H]1C,0.89,0.909,0.503
CC[C@H]1CC[C@H](C1)C,0.89,0.793,0.52
CC[C@H]1CC[C@H](C)C1,0.889,0.785,0.519
CC1CCCC1(C)C,1.07,0.988,0
CC1CCC(C1)(C)C,1.068,0.763,0.322
C[C@H]1CC[C@@H](C)[C@H]1C,0.984,0.98,0.182
CC1CCC(C1C)C,0.982,0.984,0.167
CC1CCC(C1C)C,0.982,0.984,0.167
C[C@@H]1CC(C[C@@H]1C)C,0.982,0.869,0.313
CC1CC(C(C1)C)C,0.981,0.923,0.357
C[C@H]1CC(C[C@@H]1C)C,0.981,0.923,0.357
C1CCCCC1,1.007,0.567,0
CC1CCCCC1,0.956,0.788,0.208
CCC1CCCCC1,0.814,0.804,0.471
CC1(C)CCCCC1,0.988,0.817,0.288
C[C@@H]1CCCC[C@@H]1C,0.903,0.926,0.29
C[C@@H]1CCCC[C@H]1C,0.904,0.906,0.27
C[C@@H]1CCC[C@@H](C1)C,0.897,0.869,0.491
C[C@H]1CCC[C@H](C)C1,0.901,0.819,0.452
C[C@H]1CC[C@@H](C)CC1,0.901,0.818,0.292
C[C@@H]1CC[C@@H](C)CC1,0.898,0.868,0.312
CCCC1CCCCC1,0.702,0.743,0.648
CC(C)C1CCCCC1,0.771,0.83,0.639
CCCCC1CCCCC1,0.62,0.657,0.576
CC(C)CC1CCCCC1,0.672,0.681,0.706
C1CCCCCC1,0.86,1.018,0
C1CCCCCCC1,0.74,0.942,0.512
C1CCC(CC1)C2CCCCC2,0.612,0.699,0.694
C1CCC2CCCCC2C1,0.782,0.908,0.611
CCC=C,0.832,0.593,0
C\C=C/C,0.829,0.497,0
C\C=C\C,0.831,0.65,0
CC(C)=C,1.251,0,0
CCCC=C,0.753,0.663,0.372
CC\C=C/C,0.753,0.666,0.419
CC/C=C/C,0.749,0.748,0.484
CCC(C)=C,0.999,0.663,0
CC(C)C=C,0.997,0.706,0
CC=C(C)C,1.001,0.683,0
CCCCC=C,0.672,0.697,0.582
CCC\C=C/C,0.672,0.632,0.52
CCC/C=C/C,0.669,0.7,0.567
CC\C=C/CC,0.669,0.667,0.527
